text;expected_sentiment
Nice size, convenient, tastes great.;positive
"Grove Square Hot Cocoa, Milk Chocolate is delicious. I was skeptical at first with a water based Keurig K-Cup.

It's a great nighttime drink.";positive
I know you can add water to make it like regular peanut butter, but I just love sprinkling it on bananas and apples!!!;positive
Use them frequently for baking and snacking.  Stores well in refrigerated container for freshness.;positive
Yummy.  Not too sweet & the mint is yummy.;positive
I think if you use 1/2&1/2 rather than just whole milk it isn't a real Cappuccino. It's got some other fancy name, but it sure tastes good.;positive
Yellow popping corn is the only type of popcorn my husband can eat.  I keep my pantry loaded with it!  He eats it every day.;positive
Smooth coffee with full flavor. Super quick delivery!;positive
Works well with my Torani Syrup bottles.  This pump makes my morning coffee/lattes quick  and easy.;positive
THis Granola tast grate! I go theough a bag pretty quickly. There is a great strawberry and chocolate ratio.;positive
Really good stuff! Much better tasting than an expensive one that I just returned.;positive
Love this tea!!! Taste delicious! Its fresh, great light green color and spells good too. Will order again for sure! This is my everyday tea!;positive
This is the greatest sauce!  Was so happy to find it again although it's expensive!  You won't go wrong with this product.;positive
nice mellow oil  great for popping corn;positive
So delicious! Great in smoothies or on its own;positive
Good cracker for gluten-free. I like the taste. Will buy more. Not great but good.;positive
Great deal on this product.  Welch's is the best tasting grape juice - tons of flavor but not too sweet.;positive
delicious.  a brand that can be trusted. i love these on a rice cake, or any sandwich that calls for cheese.  it's not too sharp, and the slices are just the right  thickness.  love them!  ,,,,,,;positive
This was delicious, and I'll definitely be buying it again. I added some chocolate chips to it as well. Very yummy!  Even my husband liked it, and he doesn't have to eat gluten free or low carb.;positive
I boiled them a little and then through them in my stir fry.  Tasted good and the consistency was perfect.;positive
Love coconut oil....these are so small...I should have noticed the size. I purchase from costco often and of course they are much larger.;positive
I have my shelf full of comfort food now .  I don't think I should be uncomfortable for a very long time .  Give me mac& cheese and pickled beets , HAPPY !;positive
Excellent product. It is fresh, smells heavenly and tastes wonderful. Highly recommend.;positive
I got this after reading the reviews & I must say they are totally correct!! These cherries are the bomb!! & the juice goes perfectly in Mountain Dew, even better then regular grenadine syrup!!;positive
I am addicted to these! Soft center and chewy outside. Perfect flavor.;positive
I am in my 50s working as a career woman now, but when I eat Milky it brings me back my happy childhood memories in Japan...;positive
I love these Little Debbie Raisin cakes.  I couldn't find them in my local supermarkets so I'm happy I found them here on Amazon. They are as always fresh and delicious tasting <3 Thank you.;positive
Love it! I use it to make hot chocolate at night before bed.;positive
I am impressed that the flavor of the coffee is so good, when it costs less than other coffees.  I like that it comes automatically thru the Subscribe & Save program.;positive
smooth, sweet and creamy, doesn't need to be stirred, but does have added sugar, so be aware of that before you buy it.;positive
If you like jerkey, you will LOVE these steak strips!  They are thicker, more tender and more moist than traditional jerky, which makes them addictive!;positive
Perfect for my daughters wedding since the got engaged on the beach!;positive
Good stuff. Hits the spot when your on low carb but want sweetness.;positive
A great product and looking forward to using it on cookies and in cakes and candies.  It is very versatile.;positive
It is pure. Others are mixed with Xilitol. Great sweetener for smoothies.;positive
I drink a lot of instant coffee and I love this stuff. Instead of drinking four cups of instant coffee now I just drink one. It has a good flavor to it and will strengthen any coffee you have.;positive
When I ordered these, I thought I was ordering French lentils [my fault], so I was surprised when I received them.  However, they are good, basic lentils, and I definitely have uses for them.;positive
Very tasty. Like turtles but a nice bite size...or maybe 2 bites. We like them;positive
love, love, love my Crush singles to go!;positive
Good taste and appearance.. Boosts smoothies nutrition and properties.;positive
This is a good price for a good bold coffee;positive
"Switch over to soy milk and stop supporting the environmentally destructive, cruel, unhealthful, and energy consuming dairy industry! ""Better Than Milk"" is right on!";positive
The quality of this almond flour is good, however, the resealable part of the bag was torn up upon arrival. So I had to find a new container to put this in.  Not a huge deal, yet still an inconvenience.;positive
I got a new Kuerig coffee maker for Christmas and this is the first coffee I have used but it is so good I don't plan on buying anything different because this is delicious.;positive
I like this, on stores, is hard to find black pepper, they just have the whole pepper. I love organic stuff;positive
This is the best strawberry jam that I've found.  It isn't overly sweet, and when you open the jar, you really smell mouthwatering strawberries.  I highly recommend this product.;positive
I got this for Mr husband &he loves it! Best coffee and it's decaf highly recommend great product for your keurig;positive
I like this way too much, very addicting. :);positive
gave as gifts and enjoyed by all who received the sauce.;positive
If you are on low carb this is great! Taste good;positive
"Foundation of my daily breakfast granola.
I like to know whats in the mix.";positive
This is good quality, tasty vanilla. Good value for the money.;positive
Yes it tastes like butter. Better than butter. I wish they wouldn't use palm oil, however. Are you listening, Earth Balance?;positive
These treats are just right for me. They are not too sweet, but I can only take about four at a time to avoid sugar over load. Ed;positive
I love tea, these are different, they add a new twist to my tea time;positive
I have ordered this before and I am always happy with this product. It taste great and is easy to cook.;positive
Liquid Gold Goodness. Amazing flavor and smoke.  Keep it in a zip lock because it will make your pantry smell like your clothes after a bonfire.;positive
This product is awesome.... I always have it around for chicken salad and dressings.;positive
"Smaller than California pistachios, and more varied in color; but with a great intense pistachio flavor.  Very low percentage of un-opened nuts. Will get these again!";positive
I don't usually like hard candy, but these are AWESOME. Really, really delicious. Poor Setsuko. But seriously, really really good.;positive
Not overly sugary or sweet.  Can taste the coconut!  Nice clumps of the mix-good to add with milk or just straight out of the bag.;positive
The clementine and apple were crisp and refreshing however the blackberry seemed on the sweeter side for a juice beverage.;positive
"My favorite ""candy"" -- I've read that ginger is good for all types of ailments, even kills cancer cells.  So, it is a pleasure to continue eating these.  They taste so good.";positive
Hard when placed on cupcakes, but softened up after sitting on the frosting for a while.  Didn't crumble or anything, just made them easier to eat.;positive
Great to buy this in bulk sizes for our church's Easter egg hunt.;positive
Purchase was a gift to a Monesterey in rural AZ. The nuns loved the groats, so we have ordered more.;positive
The price and quantity of this product allowed my office to eliminate the use of our Coffee service. Love getting savings but keeping the quality. Thanks Amazon!;positive
It is the only coffee my husband loves to drink;positive
Taste great when added to smoothies!;positive
they're good.  not amazing...but good.;positive
Delicious & vegan. Works great in soups and stews.;positive
Extra work to make jello without all the unhealthy ingredients, but I think I like it.  I have to get used to cooking it.  First batch was ok.  I think the next batch will be perfect.;positive
Awesome gift for tea lover.  Box is lovely.;positive
Fresh and crisp when we got it through Amazon Fresh. No wilting or brown spots like you will see at the store.;positive
It relaxes me and I sleep better. This tea you can drink with sugar or without. It does not leave an aftertaste. I recommend.;positive
Delicious and you get a good rush of electrolytes from it, perfect for sipping at the gym while working out.;positive
Fabulous taste, I was surprised, didn't think would be so smooth.  To me tastes a bit caramel, vanilla, creamy;positive
tastes great convenient and works without jitters etc;positive
"I make thm ""cranberry wassail"" with these - they smell and taste great.";positive
Wonderful smell, pleasant taste and I really do notice a positive effect on my mood and energy levels after I drink it.;positive
"I love Caribou coffee. Mahogany is my favorite; it's a very, very smooth dark roast with no ashy or bitter aftertaste at all. Caribou coffees are exceptionally high quality.";positive
My favorite tea. Makes a darn fine cuppa.;positive
The Popchips were excellent - had excellent flavor and low in calories.  When you eat these - don't need another potato chip!;positive
when i feel a cold coming on - this product works to get the rest I need - all the traditional medicinals are wonderful products and work as proclaimed;positive
I know these aren't the MOST healthy things for you, but they are delicious and they're vegan - which is the most important thing for me. They are a nice little snack.;positive
EXACTLY THE PRODUCT I WANTED TO TWEAK MY BBQ SAUCE. GREAT FLAVOR.;positive
Used to be able to buy this at Wal-Mart but they seem to have stopped carrying it.  I wouldn't eat this every day, but it's a nice variation from other cereals.  Not quite as sweet as some other granolas.;positive
Delicious bars-Highly Recommend Seller-Speedy Shipping;positive
"Keep saying we won't buy more of Milton Original Multi-Grain Baked Crackers, but it's our ""go to"" rather than eating junk.";positive
This coffee has a delicious light, sweet flavor.;positive
Came earlier than expected.  Great product.;positive
Love this product, best honey ever purchased.;positive
This stuff transformed my ribs on my Big Green Egg. You won't be let down. I promis.;positive
They're great...especially if you're looking for a Paleo option.;positive
Both my wife and i love this coffee . We drink it every morning . This is our second cup.;positive
these are so good without being unhealthy.;positive
I REALY love this product! My only complaint would be that the breading is a little to thick.;positive
Good Chai. Love the convenience but wish these were more environmentally friendly. But I do buy them and I like the flavor.;positive
A little smoked salmon, creme cheese and some crunchy bread along with this caviar is awesome. Great product.;positive
Love my decafe coffee. The dark roast is smooth going down.;positive
We only use this mayo since the Canola oil is healthier for heart patients than Soybean oil. As usual, Amazon beats everyone else's price on this.;positive
Definitely my favorite chip with extra crunch. Got three 4-packs & they arrived in excellent condition. Will order again if available.;positive
I need to watch my sodium intake. This mustard tastes great.;positive
Simply the best on the market. Rich taste, no chemicals or other nasty stuff. Whole family loves this brand.;positive
Love these. Gave as gifts to staff and coworkers. Complements and no complaints!;positive
The best almond flour I've found. It offers a finer grind than most.;positive
Sincerely Nuts in my opinion has the best dried pineapple. It's just the right texture and the flavor is superb.;positive
Great Vanilla flavor.  Wish it was available as a perfume for my wife.;positive
You can't do better with this coffee. It is rich and great tasting and is not bitter. The best buy also for those outraged at price of starbucks and Peets. This is a great purchase.;positive
Very nice olive oil.  Good flavor and not a dated harvest.;positive
I tried this Chai at my sister's when I visited her in Costa Rica and fell in love with the taste. I ordered from Amazon and now I can enjoyed it at my office and at home. Happy!;positive
Very good wake up coffee in the morning for my husband.  He likes his morning coffee and this is very sipable.;positive
It's good oatmeal! Definitely better than most brands you can get at the local grocery store.;positive
Always a great one and light cream makes it better;positive
This is my 2nd purchase of the rub- I have used it for briskets and pork loin and ribs- very good rub and a very good value;positive
Tasty low calorie treat if you're on the go or are counting calories. Easy snack that won't eat up your calorie allowance.;positive
We love maple syrup and since we live in the south grade B is hard to come by here.  We love this syrup and since we started using real maple, it's really hard to go back to the fake stuff.;positive
I love this better than any other peach iced tea out there.;positive
It got exactly what I ordered and it shipped extremely fast! The beans are packaged very well with in a shrink wrapped plastic to preserve the freshness. Very nice!;positive
RICH BUTTERY CRACKER.. great with anything or alone. They are like chips for me and i have to limit myself.;positive
This is an excellent product, and at a great price.  It is very good hot, but even better iced in the summertime.  Don't forget to add a twist of lime!;positive
Tastes great, comes out perfect if you follow the instructions.;positive
Some of the best chocolate gluten free wafers made.;positive
This is the best! My favorite coffee.;positive
Nice fizz, yummy taste, helps me feel better.  Keep it coming.;positive
"my favorite snacks at an affordable price; I like the fact that they are a split package....";positive
These shrimp are really good. They are also easy to bake. I bake them all at one time and they are easy to reheat.;positive
Extremely fragrant and delicious tea! Not harsh at all. .just a wonderful experience.  Delivered quickly!;positive
Great coffee, I bought this one to try it, loved it and found some more at my local food store.;positive
this is very good snack! I can eat it everyday and not get sick of it at all! yum yumm;positive
I love this product I put it in my tea, and on fish and chicken the things you can put this on is limitless;positive
"Fantastic flavor (has ""hazelnut"" undertones; our kid loved it). Great paired with the ""Carbquik,"" a Bisquik substitute for pancakes and waffles. Trusted brand.";positive
I'm a lazy chef when it comes to garlic so this is great for me. I use it in soups, stews, beans, noodles, etc.;positive
Well worth the money! 3 large containers for a little bit of money. Not going to find that deal anywhere else.;positive
Good stuff. Add it to my protein shakes. Also healthy for men in all sorts of ways.  Also adds a wonderful malt flavor to shakes.  Love this stuff!;positive
Stunning plant! Much larger than I expected, which was a fabulous surprise. There is absolutely gorgeous curling in the leaves, and the plant arrived quite healthy. Definitely making another purchase!;positive
"Seems very good - the only thing I noticed as that it is Hungarian ""Style"" Paprika and no indication of where it is actually from.
Not a deal breaker for me since the taste and aroma are fine.";positive
"This is just about the best bold coffee I have ever had...
If you like a good ""wake me up"" this is for you...
I love it and will continue to say it is ""THE BEST"" if you like a good strong cup....";positive
I love this stuff. American made. Tastes better the the old blue box. I always add extra. So cheesy;positive
Tastes great like in the Thai restaurants I visit. Not sure of the cost compared to others but enjoyed the product.;positive
I use the smoked salt on one of my chocolate desserts and the head chef uses the plain one on the steaks;positive
It is a great taste but not the same as sugar. I was diagnosed with pre-diabetes so I must make some changes.;positive
baked and just as good as fried.  i buy them often;positive
Wonderful smell and taste, really organic! I haven`t tried such cloves in a while.;positive
It appears to be a cross between a Steel-cut and standard Oatmeal product and has a wonderful taste and consistency.;positive
Great bread but I prefer the everything and the rye loaves.  But this is good also.;positive
Oh come on, they are cheese and peanut butter crackers? How could they possibly get a bad review? You know you want them.;positive
"Great pizza, better than ordering from Dominos.  Ready in 22 minutes.  I took off one star because I would prefer less sauce on these pizzas.  Wish they had a ""less sauce"" variety.";positive
Tea is fine. Packaging leaves a lot to be desired. Should have a zip seal.;positive
Excellent product, tasty adds great flavor to a cup of coffee;positive
Smoothest tastiest coffee out there.  Can drink it black and dark, hot or cold.;positive
Chocolate Chipotle  Mole, is the bomb.  But there all great!;positive
alittle different can't quitr put my finger on it.;positive
Just what is needed for that comfort on a cold day.;positive
Great product..all the fam love it!;positive
I like it. I certainly don't mind stirring it up well and the taste is what i prefer.;positive
This is some of the better coffee I have had. It was well packaged, excellent oil and flavor and we actually disgarded our first pot of kicking horse (another nice one) as this is so much better!;positive
Used these for my AT trail hike and they tasted great. Pretty big package though. About the size if a regular snickers bar;positive
These candies are delicious! A friend of mine was feeling ill and felt nauseated so I gave her a chimes and she ate 2 of them and boom it went away. awesome product. I am going to reorder some now!;positive
I love it, and ended up reordering it. Very nice flavor, and happy with the protein content.;positive
The packaging is unique and keeps the preserves in pristine condition.  I will most definately buy again.;positive
"I bought this because of the other reviews. I really prefer deeper body taste with less bitterness.
But coffee taste is a personal thing so try it you may like it!";positive
Great for making tea that strengthens the immune system. I use a dried slice in a 12oz pot with Traditional Medicinal Throat Coat and/or HerbaTussin teas, as well as Yogi Tea Immune Support.;positive
I'm a repeat buyer who loves the chocolate brownie bites.;positive
I found this tea very interesting. It has an unusual bouquet. Harney & Sons is the best tea ever! I LOVE the Black Currant tea and this is a nice second. Very smoothe.;positive
I ordered one, but got two tubes. Not complaining.;positive
Coffee tastes good and arrived quickly;positive
These are a tasty light snack for any time of day. My favorite flavor in this multi-pack is smores. I recommend them to anyone who likes granola bars.;positive
Well, it certainly is healthy juice PLUS it's organic...but the taste is a tad sweeter than my palette desires. I will drink what I have for sure and I maaaaaay buy again...;positive
This is real lemon juice, no additives;positive
I would say this is more  black pepper-y than spicy. Good flavor though!;positive
Bought these for my MIL who said she likes them and adds flavor to her doctor prescribed water intake, so this was a nice solution.;positive
I use this to season my vintage cast iron pans with and they always come out perfectly seasoned :);positive
My great aunt is a diabetic and can't drink Ensure, but she loves Glucerna.  She said this is the best shake.;positive
Really great! Nice size and the perfect amount of sea salt!;positive
A hard to find candy bar that is great. The white chocolate kit kat is one of my favorite candy bars and I have a hard time finding it. Got it at a good price with free delivery made it a good purchase.;positive
I am never without this product. It is good and good for you. I even sprinkle it on my dogs food. I have two chi's and they love it.;positive
Worked great for making my own toothpaste;positive
Best decaf I've found for my taste.;positive
I love organic valley products, and this string cheese is an easy go to snack for my toddler and for myself when I'm in a rush.;positive
Our family has been using Truvia for some time now in place of sugar. We all enjoy it. We will order again.;positive
Very good and great flavors.  Not many calories, and got me off my diet drinks!!;positive
"Wonerful taste. Perfect for adding that extra special flavor to gormet meals . People always ask ""what's thst wonderful unusual flavor"". That's my secrete !!!";positive
mmmm....! Sage! Even better in these small containers. Keeps the sage fresher till use.;positive
"great deal and nice visually add to lighter colored food! I make a ""pudding"" using milk, yogurt etc. looks much better with the white seeds!";positive
These are a tasty snack. I like them the best of all the M&Ms varieties.;positive
"I've been buying Colombian La Vereda K-Cups for years.

It tastes like coffee - I know that seems obvious, but I like a stronger coffee taste. They are perfect.";positive
Uum Uum good.  Dark Chocolate Dreams peanut butter is Uum Umm good.  :-);positive
This is good enough for me as opposed to buying 3 liters for $50, and as far as it really being extra virgin.;positive
Absolutely fabulous.  Add a little dark to the light if you want a more intense flavor.;positive
I am using this product in my bagel making.  It gives the bagel a nice malty flavor which we really like.;positive
Taste good. The cashew were very fresh.;positive
These things smell and taste like spicy horseradish, great for my boyfriend, no so much for me. They are a nice healthy snack though and I would recommend them to those who like spicy horseradish.;positive
Only the finest butter! Too bad i couldn't find another jar of this size under $72.;positive
These little things go fast.  When I open a bag, it does not seem to last very long.  This seems to be on everyones favorite list of candy.;positive
Found for half the price at my GFS store after the fact so not pleased with the price, but the product is excellent.  Anything that is not dairy is a bonus in my book.;positive
The product was delivered intact and fresh;positive
I have been eating this particular flavor for a couple of years and really enjoy the flavor.  It's my go to for breakfast with a cup of coffee.  I would definitely recommend this one.;positive
These are very good and it makes just enough for us.;positive
I love chia seeds and eat them every day!  One of the best seeds for your health!  These seeds were packed well and were purchased at a very reasonable price!;positive
It's easy to get kids to quiet down, and do the right thing when you dangle a few of these in front of them.  They love them!;positive
I used this to dye homemade lipgloss...worked well;positive
This xylitol is the real deal. It tastes great and behaves just like sugar. I don't miss sugar any more after switching to this product.;positive
What an amazing way to get protein!;positive
WOW !!!!!  this is the best yet, all natural and a great flavor, tasty and no preservatives;positive
Great for baking, cooking, light frying and stovetop popcorn.  Also good for pizza crusts as a dip.;positive
I like coffee that tastes like coffee.  This does although I have to use 2 pods for every cup. Not very cost effective.;positive
Creamy Creamy Creamy and it even foams at the top. Definitely a winner. Barely needs any creamer or anything added .;positive
The Brach's Sea Salt Chocolate Candy Corn just looked so different from the usual.  So, I bought it for this Halloween.  I have had a taste.  I think it will be a hit with the chocolate lovers in my family.;positive
Delicious. My daughter loves it. And I use as reward;positive
So yummy! I just keep finding more things to put it on :);positive
Organic Coconut oil for my smoothies and I use on skin and hair too!;positive
The crystals are huge but tasty. They must be ground for table use.;positive
We were using Splenda but my husband wanted to switch and seems to like this better. Use is alot less;positive
This is standard hard chorizo from Spain.  I use it for many Spanish dishes including a little in the paella to give it a little smoky and paprika flavor.  Excellent.;positive
I liked the different taste, unsual for me with tuna. Excellent value product, definitely Gourmet quality and would buy it again, if I wanted the heat.;positive
This is the second box of this coffee I have purchased and I am about to purchase another. It is just that good. Great hazelnut flavor and not too weak or too strong. It is just right!;positive
Love this pistachio butter. Highly recommend. They even gave me a free pistachio bar.;positive
Love this tea! It's my go-to at night when I want something chocolatey, but it's too late to eat. I get the chocolate flavor, the warmth of the tea, and it helps me hit my daily water intake goal.;positive
One of my favorite candies on earth. Seriously dangerous having this much delivered at one time...can a person live on Cadbury mini eggs alone? I'm tempted to find out.;positive
I guess it did it's job :) Wasn't my favorite corned beef but I did do it myself :) It didn't make us sick so I guess that's something :);positive
I've been getting these for a while. Nice sweet and tangy taste. Besides the taste ginger is nice on the stomach. You will not be dissapointed.;positive
These have some heat but not excessive. Plenty of heat when you bite into them.  Nice color.  Get ma General Tso's on.;positive
This stuff is great, put it in my scones the other day, and made them the best ever.;positive
awesome and addicting. Great product, but good luck saving them, they will be gone quickly! I didn't seem to get a lot of the coconut ones, 60% of the box for me last time was the mint ones, still good.;positive
This Long Pepper is just what I wanted, fresh and flavorful. I would order from here again!;positive
Delicious organic Quinoa.  You do not have to rinse it.;positive
I absolutely love this tea!  I use it in may morning drink every day.  Just placed another order for same as I go thru it every couple of months.;positive
One of the dew microwavable pasta products that actually tastes good;positive
Works great and actually tastes wonderful;positive
I mainly use this for my green smoothies. Nutty and tasty. I put this in my cereal and yogurts too!;positive
I love these!  Such a perfect snack for mid morning or mid afternoon!  The flavors are tasty, and leave you with a good feeling in your mouth! I think these are one of the best I have ever had!;positive
The same great stuff that my father and I drank when I was a kid.;positive
This is a great tasting tea.  It is tart, but I love that...and you can easily sweeten it.  I especially like that you can buy this product in bulk on here for a discounted price.;positive
very nice little packets that are just the right size for my tea. Good flavor with no bite or after taste. Good price too.;positive
"These were bought for my kids, but they are not into blueberry so my husband tried them and said, ""Don't forget to buy me another case of GF blueberry bars when you order."" and he hasn't had gf foods ever!";positive
Love these capsules and use at least one a day.;positive
Delicious tea and happy it is organic. Our family has been using this brand for years and the price here is worth it.;positive
"Great for thinning chocolate/candy for cake pops.

I never decorate without it.";positive
"I've always loved Swiss Miss but by time I stir it there are no marshmallows left  :-(
Still tastes great though.";positive
It tasted wonderful, but it was so expensive for such a little amount I couldn't purchase much.;positive
Arrowhead or Red Mill popcorn organic. Buy whatever is cheaper.  Both great suppliers.;positive
Bought this for a diabetic sibling, so many sauces are loaded with sugar, this one has none and from all reports is very tasty;positive
I am a big fan of Design CAD.  I have been using it for years.  I have done many house drawings with it.  I love the fact that you can save it in many formats (PDF) included.;positive
Makes my drinks and foods taste great without consuming all the extra calories that comes along with eating the creamy version.;positive
Tasty antioxidant snack. Great flavor;positive
Any tea from this company is great. I use my Keurig for brewing. Wonderful Wonderful;positive
Very economical. I use this to flavor my salads and vegetable dishes. Very healthy. Good price too!;positive
WOW!  It IS salt but it has an over-whelming smoke smell and flavor that lingers on your tongue for a long time!;positive
Very good gelatin and a great value.;positive
These one gallon tea bags are the best!  We drink a lot of iced tea, and these gallon size tea bags make it so simple!;positive
I was looking for one with lavender. I had tried this in a cooking class and liked it. You only use a little bit. I like that 1% of sales goes to fund organic farming and education.;positive
This is a great way to carry cheese on the road, and the pepper jack has a nice kick.;positive
This is a fabulous syrup. I'll keep my pantry stocked with it. I use it for Italian Sodas and to mix in drinks. Makes  a wonderful Aviation Martini.;positive
Use this for my espresso machine. It has a great bold flavor without the burnt taste.;positive
My new Pistachio Vendor. Sweet and fresh and a great price. Keep up the good work!;positive
This stuff tastes great and is addictive.;positive
"Grain is clean, no foreign material.
Milled very nicely in my vintage MagicMill micronizer-type mill.
I've been using the flour for Swedish pancakes, very satisfactory.";positive
great GF cookies, even better that there is no soy in them which is hard to find;positive
I've been buying Bob's Red Mill products for years. This seller offered a good price.;positive
Very handy! Great for snacks and keep me from overindulging;positive
arrived fresh and made a great sauce for fish.;positive
Taste pretty good and helped me quit smoking.  I have been cigarette free for almost 2 months now.;positive
As maple syrup goes Grade B is much better in flavor than grade A. This is good syrup and goes well on anything you would like to use it on.;positive
I like them - not much more to say about the product.;positive
Great on papadum either as is or with some yoghurt .. pricey when compared to indian store but we're all lazy otherwise we wouldn't be buying stuff here ...;positive
"These Idahoan potatoes are really delicious. 2 Thanksgivings ago after so much work making ""homemade"" mashed - we decided to try these. They worked perfectly! They are creamy and yummy.";positive
good bulk pkg.  nice quality & price;positive
So delicious. So sour. The lemon flavor tastes natural and the disc shape is easy to eat. I will definitely buy them again. In fact, I need to buy them now because my kids ate them all!;positive
It's good. Has some of the Surge taste that I remember, but does not taste exact. Although sure, my taste buds have changed in 10-15 years, I still think they could have added a bit more Surge syrup!;positive
This is a European blend that has a strong malty taste and a big bold black tea flavor.  Stands up to milk like nothing you've ever experienced before.  This is the tea for coffee lovers.;positive
so glad to find this.  Some supermarkets do not carry it and it is my husbands' favorite;positive
Makes the best pancakes and waffles! The texture is fantastic and you can not tell this mix is gluten free except for the size and price. Wish Krusteaz made more variety, and larger mix boxes.;positive
Newman's products have kept their quality.  This is a great tasting and well priced item.;positive
As always the King Soba 100% buckwheat soba noodles are excellent.;positive
Good price - same Elite chocolate as always.  Pouches have fewer chocolate coins in them these days, but these are what is sold in stores, and much less costly.  Shipment arrived as promised, all good.;positive
This is the best tea that I have ever tasted.;positive
Always a favorite.  House guests really enjoy it.;positive
Makes for a quick meal.  Be sure to add some water chestnuts and/or a few veggies. Rather than using one pound of meat, I find the sauce is enough for 1 1/2 pounds or so.;positive
I like it, and it is a good price for a case to give to charity.;positive
This is my favorite microwave popcorn - great to get it on sale!;positive
Can't find this cereal in stores so was glad to be able to get on line. It is delicious;positive
Delicious and can be used for parties and dinners, and lite breakfast or snacks , with any toppings or alone. Price is good.;positive
it's PG tips, what more can you say;positive
Some of the more popular flavors, I liked all of them.;positive
I love these. Just mix some tequila and true orange and its perfect low calorie margarita.;positive
Excellent.  Made the Rustic Italian bread taste great in my bread maker.;positive
I really do love this. It delivers on the cinnamon and makes a refreshing ice tea.;positive
Very good quality, taste and consistency. I enjoy this honey as an everyday honey for tea.;positive
I like the cinnamon taste of these almonds. And the convenient individual pouches are great for snacks on the go that I can put in my pocket without worrying that it will get smashed.;positive
These drops are ok but hasn't been the best for coffee. Not quite sweet enough and slight off taste, was really hoping for more, will use for random sweetening of other foods or drinks.;positive
I am never disappointed, candy taste great & is gone by the time I write my review;positive
Love  love  love  this stuff!! Needs to be added to monthly subscriptions as an option!! It tastes fantastic!! And it's also great for my dry skin fur baby!! I give her a teaspoon a day!!;positive
My daughter likes these candies. Wish a small package for sale with prime shipping or free shipping:).;positive
Organic and good quality, just don't like the plastic packaging.;positive
they are very good, especially with soup;positive
I love this product but can't find it any more;positive
Make gelatto using this product and it results in a very creamy product. Box was in bad shape, but product was enclosed in bag.;positive
These were really delicious and a hit with the whole family. Moist and flavorful, not to mention highly addictive. I will definitely purchase again.;positive
I like it with hot water added instead of cold;positive
Great Goji's that I have with chocolate and coffee in the morning.;positive
The aroama is very strong but the taste is subtle. Taste good even after it goes cold. No after taste goes well with pastries. no sugar needed even though I usually like sugar in my tea,;positive
These are so good!  The caramel isn't soft. But isn't hard. Kind of like a tootsie roll. Maybe a tiny bit harder. The chocolate inside is so yummy!;positive
The strawberries taste great, kind of like the strawberries in cereal. There is not a ton in the bag compared to the price. That is the reason for 4 stars.;positive
Great gluten free pasta.  I highly recommend it.;positive
This is one of my favorite coffees.  I like the strong, robust flavor and no acid aftertaste.  The K-cups are easy to use.;positive
Excellent flavor and great price, I will repurchase this item so keep it available.;positive
I love this cereal as a snack. I eat it every evening without milk. To me it is better than candy. The price on Amazon is better than my grocery store and I don't have to worry about running out.;positive
excellent and I keep on hand all the time!;positive
Ease of preparation, flavorful taste, and a reasonable price all work together to make an excellent product!;positive
It was a gift for our son who was visiting from AIT / U.S. Army and he just loved the chocolates.;positive
What a great value for a great product! almond extract usually looses a lot of it's flavor when baked, but this extract is great!;positive
I like this tea but then again like the other flavor Yogi has, it tastes sweet and didn't know that it has caffeine. I cannot drink this as much due to the caffeine content but I will drink it occasionally.;positive
Hummus time in the kitchen.  Thought we'd try this Tahini and it seems to work well.;positive
I have loved moon pies since I was a kid. These mini moon pies are just the right size.;positive
Does require mixing, but that is what is expected with no additives. I love it, but my husband does not. He likes peanut butter to be sweet. I just want a natural butter.;positive
Delicious and then the price went up! The end;positive
These were individually wrapped and tasted fresh and nice;positive
Delicious, easy, and safe snack for allergic children!;positive
Because I'm still waiting for the potato starch flour, I've been able to make the bread recipe yet.  So, I'm sure it'll be great once I can use it!;positive
I love these...I wish the reduced fat Cheez Its came in extra toasty!;positive
I love dry roasted seaweed and this is one the best I've had so far!;positive
Very handy around the kitchen - good value;positive
I like to make tea the old fashioned way and loose leaf tea is hard to find.  This makes great hot or iced tea with no bitter taste.;positive
Great flavors.  Perfect with coffee mate creamer.;positive
"Really great. You really feel better
Put a little in tea";positive
Blueberry is my husbands favorite pie so i ordered a cas.e.  The filling is thick with fruit with just the right level of sweetness.  Really good.;positive
This year I sent a box of these to myself as well as my relatives - we all loved them. I have been buying these now since--gads- at least since the 1990's! (at COSTCO before Amazon).;positive
I like this Green tea and would recommend it.  Will probably not drink as much in summer but again might make it ice tea.;positive
The Best Honey.  This honey is RAW--REALLY RAW!  Don't be deceived by others that have been heated.;positive
My favorite tea for 40 years and now I can have it in the evenings, too, since decaffeinated! Delicately spiced, but not overwhelming. Delicious!;positive
Love it glad to have this big one I keep it frozen and take a handful at a time its so delicious.;positive
A very tasting blend of quality peppercorns.  I will buy these again.;positive
This is the biggest cereal box I've ever seen.;positive
Great taste and texture, plus it's gluten free!;positive
"Simple, quick review.
Works very well for ground meat Jerky.
Plastic but seems well built.
Comes with spices and instructions, nice touch.
Dish washer safe (top rack) no heat drying.";positive
Trial of many different flavors and strengths  Good Coffees!;positive
sooooo much better then starbucks via and it organic! yes!;positive
I love the size and shape of the canister, and having sea salt available to pour or shake. Very nice.;positive
I love the taste and so convenient when I want something other than coffee.  Have purchased several boxes and will continue to buy...;positive
A good mix of teas including some herbal and decaf. The ones I have tried are great;positive
